@realDonaldTrump,10/29/2016,"Great new poll - thank you!
#MakeAmericaGreatAgain https://t.co/mXovx0TLPC"
@realDonaldTrump,5/20/2016,"If Russia or any other country or person has Hillary Clinton's 33,000 illegally deleted emails, perhaps they should share them with the FBI!"
@realDonaldTrump,4/26/2017,"Join our next Vice President, @Mike_Pence in Wisconsin tonight &amp; Michigan Thursday!

MI: https://t.co/daR2xIhCEs
WI: https://t.co/LKc7e4VZkB"
@realDonaldTrump,2/23/2017,Not one American flag on the massive stage at the Democratic National Convention until people started complaining-then a small one. Pathetic
@realDonaldTrump,6/5/2016,"Our not very bright Vice President, Joe Biden, just stated that I wanted to ""carpet bomb"" the enemy. Sorry Joe, that was Ted Cruz!"
@realDonaldTrump,4/27/2017,Crooked Hillary Clinton wants to flood our country with Syrian immigrants that we know little or nothing about. The danger is massive. NO!
@realDonaldTrump,7/14/2017,Hopefully the violent and vicious killing by ISIS of a beloved French priest is causing people to start thinking rationally. Get tough!
@realDonaldTrump,7/3/2016,The Democratic Convention has paid ZERO respect to the great police and law enforcement professionals of our country. No recognition - SAD!
@realDonaldTrump,7/17/2016,"Funny how the failing @nytimes is pushing Dems narrative that Russia is working for me because Putin said ""Trump is a genius."" America 1st!"
@realDonaldTrump,5/5/2016,"As I have been saying, Crooked Hillary will approve the job killing TPP after the election, despite her statements to the contrary: top adv."
@realDonaldTrump,1/30/2016,"Just like I have warned from the beginning, Crooked Hillary Clinton will betray you on the TPP. 
https://t.co/eoNTWK6I8y"
@realDonaldTrump,4/6/2016,Many of Bernie's supporters have left the arena. Did Bernie go home and go to sleep?
@realDonaldTrump,9/6/2016,"I hate to say it, but the Republican Convention was far more interesting (with a much more beautiful set) than the Democratic Convention!"
@realDonaldTrump,8/18/2016,"No matter what Bill Clinton says and no matter how well he says it, the phony media will exclaim it to be incredible. Highly overrated!"
@realDonaldTrump,5/5/2017,"You have no idea what my strategy on ISIS is, and neither does ISIS (a good thing). Please get your facts straight - thanks. @megynkelly"
@realDonaldTrump,3/22/2017,"You have no idea what my strategy on ISIS is, and neither does ISIS (a good thing). Please get your facts straight - thanks. @megynkelly"
@realDonaldTrump,9/8/2017,"For the record, I have ZERO investments in Russia."
@realDonaldTrump,8/5/2017,"In order to try and deflect the horror and stupidity of the Wikileakes disaster, the Dems said maybe it is Russia dealing with Trump. Crazy!"
@realDonaldTrump,5/24/2016,"#CrookedHillary 
https://t.co/mSZYKnWswQ"
@realDonaldTrump,5/26/2017,Dems don't want to talk ISIS b/c Hillary's foreign interventions unleashed ISIS &amp; her refugee plans make it easier for them to come here.
@realDonaldTrump,12/17/2016,"Bernie's exhausted, he just wants to shut down and go home to bed!"
@realDonaldTrump,7/8/2016,The invention of email has proven to be a very bad thing for Crooked Hillary in that it has proven her to be both incompetent and a liar!
@realDonaldTrump,1/12/2016,"Thank you New Hampshire! 
#MakeAmericaGreatAgain https://t.co/KRCdV77BQp"
@realDonaldTrump,4/23/2016,"Join us in Toledo, Ohio- tomorrow night at 8pm! #TrumpPence16 #MAGA
Tickets: https://t.co/ERNRrksikq https://t.co/zmGZauCnQF"
@realDonaldTrump,5/23/2016,"Join us tomorrow in Scranton, Pennsylvania at 3pm!
#TrumpPence16 #MAGA 
Tickets: https://t.co/4FTydj8s9U https://t.co/7zMKhhMmhp"
@realDonaldTrump,11/17/2016,Pocahontas bombed last night! Sad to watch.
@realDonaldTrump,4/16/2016,"Why aren't the Democrats speaking about ISIS, bad trade deals, broken borders, police and law and order. The Republican Convention was great"
@realDonaldTrump,4/9/2017,"Funny, if you listen to @FoxNews, the Democrats did not have a good day. If you listen to the other two, they are fawning. What a difference"
@realDonaldTrump,11/1/2017,"Bernie Sanders totally sold out to Crooked Hillary Clinton. All of that work, energy and money, and nothing to show for it! Waste of time."
@realDonaldTrump,3/12/2016,"Elizabeth Warren, often referred to as Pocahontas, just misrepresented me and spoke glowingly about Crooked Hillary, who she always hated!"
@realDonaldTrump,3/9/2016,Sad to watch Bernie Sanders abandon his revolution. We welcome all voters who want to fix our rigged system and bring back our jobs.
@realDonaldTrump,9/3/2016,"If Cory Booker is the future of the Democratic Party, they have no future! I know more about Cory than he knows about himself."
@realDonaldTrump,10/25/2017,I was at @FoxNews and met Juan Williams in passing.  He asked if he could have pictures taken with me. I said fine. He then trashes on air!
@realDonaldTrump,3/31/2017,"Hard to believe that Bernie Sanders has done such a complete fold. He got NOTHING for all of the time, energy and money. The V.P. a joke!"
@realDonaldTrump,2/10/2017,"While Bernie has totally given up on his fight for the people, we welcome all voters who want a better future for our workers."
@realDonaldTrump,2/11/2016,"Clinton betrayed Bernie voters. Kaine supports TPP, is in pocket of Wall Street, and backed Iraq War."
@realDonaldTrump,8/10/2017,"Thank you OHIO! #TrumpPence16
https://t.co/NOF9Td9BHs https://t.co/WPMBkYjuIm"
@realDonaldTrump,5/12/2017,"Thank you Roanoke, Virginia- be back soon! #TrumpPence16
https://t.co/rwxXhfFsn1 https://t.co/HwqI2iGPDu"
@realDonaldTrump,3/25/2016,"MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16
https://t.co/4O4yjh7X4O https://t.co/cptBaZbV1v"
